Respondent_Serial,SM_GPID,Pre_Post,yyyymmdd,WEEK,SEX,AGEBANDS,Region,Region2,SEG,Brand_pref,Brand_loyal,Brand_dif,TOM_01,TotalUnaided_01,Familiarity_01,Aided_01,Tried_01,MostOften_01,BoughtLast_01,Consideration_01,Consideration_TopBox_01,Consideration_T2B_01,KPIA_01,KPIB_01,KPIC_01,KPID_01,KPIE_01,KPIF_01,KPIH_01,KPII_01,KPIJ_01,COMAW_01,Emotional_01,Uniqueness_01,Rational_01,Leadership_01,Premiumness_01,Cost_01,VarietyFamiliarity_01,VarietyPI_01,VarietyPerception_01,MC1,MC2,MC2P,MC2B,MC2N,WOM1,WOM2,WOM2P,WOM2B,WOM2N,EX1,EX2,EX2P,EX2B,EX2N,COOKIES_FREQ,feddistr,Regular_Buyers_Brand1,MostOften_BBW,Regular_BBW,Trial_BBW,Prompted_BBW,Consideration_Top1_BBW,BB_regular_buyers,Noodle_frequent_buyers,Noodle_Eaters,tv_fr,onl_fr,tv_onl,bloger,ex2pbp,wom2pbp,mc2pbp,wave,wave1
203005,7319bdb2-74e9-421e-81f5-78351ce8f0fa,3,20230828,202335,2,2,1,1,3,1,2,3,0,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2
203008,b11983ac-74d6-4614-8545-39a74699a91d,3,20230828,202335,2,1,3,2,4,2,0,4,0,1,5,1,1,0,1,4,1,1,1,1,1,0,0,0,1,1,1,1,10,10,9,10,9,2,5,4,4,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,6,1,0,1,1,1,0,1,2,1,0,0,0,0,1,0,0,2,2
203009,5da25285-953c-44d4-b46d-6c996f83136b,3,20230828,202335,2,2,1,1,5,3,0,4,0,0,6,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,10,10,1,4,5,4,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,21,0,0,0,0,0,0,2,2
203012,f803221b-da86-4416-a38b-9bd80b6555cf,3,20230828,202335,1,2,3,2,3,3,0,2,0,0,5,1,1,0,0,3,0,1,1,1,0,0,0,1,0,0,0,0,8,3,6,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,4,1,0,0,0,1,0,1,2,2,1,0,0,0,1,0,0,2,2
203013,4bed06c4-3e11-424b-b5d6-04bc9271acab,3,20230828,202335,1,2,3,2,4,1,2,3,1,1,6,1,1,1,1,4,1,1,1,1,1,0,0,0,1,0,0,0,11,10,11,6,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,1,0,0,0,1,0,1,2,2,23,0,0,0,1,0,0,2,2
203014,53213e98-609b-42b3-8e5d-ee79c306513c,3,20230828,202335,2,1,2,1,4,2,0,3,0,0,3,1,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,8,9,7,10,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,2,2,2,0,4,0,0,0,0,0,2,2
203015,25cb4558-947c-43d9-bd96-48a505f7c611,3,20230828,202335,2,1,3,2,1,1,1,4,0,0,6,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,2,2,11,11,11,3,6,5,4,1,4,1,0,0,1,4,1,0,0,1,4,1,0,0,0,4,1,1,1,1,1,1,1,1,1,0,0,0,5,1,1,1,2,2
203020,83d34fcf-e673-43ac-a6a7-a0a42d7932fc,3,20230828,202335,2,2,3,2,3,2,0,3,0,0,5,1,1,0,1,3,0,1,1,1,1,1,0,1,1,1,1,1,9,6,5,5,4,1,3,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,9,1,0,0,0,1,0,1,1,2,19,0,0,0,0,0,0,2,2
203022,dc757846-d780-4961-81bc-cab50fc36fe2,3,20230828,202335,2,1,2,1,3,2,0,3,1,1,2,1,0,0,0,3,0,1,1,1,1,1,0,1,0,1,1,0,6,6,3,4,6,2,4,4,4,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,2,0,0,0,1,1,0,2,2,2,6,1,7,0,1,0,0,2,2
203023,174aad92-021c-4a63-a0e2-637525c3d9e3,3,20230828,202335,2,2,3,2,3,1,2,4,0,1,5,1,1,0,0,3,0,1,1,1,1,1,0,1,0,1,0,1,10,8,10,8,10,2,4,5,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,9,1,0,0,1,1,1,1,2,1,19,0,0,0,1,0,0,2,2
203025,a1d38687-4673-4233-8aa0-0cca0d1d8da6,3,20230828,202335,2,1,3,2,5,2,0,3,0,0,6,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,11,2,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,1,1,1,1,2,68,3,71,5,0,0,0,2,2
203029,06ed37a0-010d-4001-9e5b-6fa9318b34de,3,20230828,202335,1,2,3,2,3,2,0,3,0,0,4,1,1,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,8,8,9,9,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,5,0,0,0,0,1,0,2,1,2,11,0,0,0,1,0,0,2,2
203030,77b96c06-6183-401d-81cf-bf9e8f427544,3,20230828,202335,1,2,3,2,3,2,0,3,0,0,6,1,1,1,0,4,1,1,1,1,1,0,0,1,1,0,0,0,8,10,9,8,10,3,4,3,2,-1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,6,1,0,0,1,1,0,1,2,2,9,0,0,0,1,0,0,2,2
203031,f314db03-3468-4ab6-a52b-608b3193cc9c,3,20230828,202335,1,1,3,2,3,1,1,3,0,1,4,1,1,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,6,8,6,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,6,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,2,2
203032,b31e5034-3436-4c31-9ca3-872ebc7ade6e,3,20230828,202335,1,1,2,1,4,1,2,2,0,1,5,1,1,0,1,4,1,1,1,0,1,0,0,1,0,0,1,1,10,7,6,7,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,2,1,0,0,0,1,0,1,1,2,9,0,0,0,1,0,0,2,2
203033,34dd9b92-b4a3-492c-a588-c3d88d6dba0b,3,20230828,202335,1,2,3,2,4,1,2,3,0,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,7,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,8,0,0,0,0,1,0,2,2,2,18,0,0,0,1,0,0,2,2
203036,b738045a-a98e-49c6-8796-d7392056b063,3,20230828,202335,1,2,3,2,4,2,0,3,0,1,6,1,1,1,1,4,1,1,0,1,0,0,0,0,0,0,0,0,9,6,8,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,8,1,0,0,0,0,0,1,2,2,5,0,0,0,1,0,0,2,2
203037,4eecc4d0-ebbb-45c7-a548-44583c87a042,3,20230828,202335,1,2,3,2,3,2,0,4,0,0,4,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,8,5,5,5,8,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,8,0,0,0,0,0,0,2,2,1,10,0,0,0,1,0,0,2,2
203039,837aba4d-f165-4859-8ba6-4d22b3d952ef,3,20230828,202335,2,1,1,1,4,2,0,4,0,1,5,1,1,0,0,3,0,1,1,1,1,0,1,1,0,0,0,1,9,8,10,3,8,2,3,0,0,1,3,0,1,0,1,3,0,1,0,1,3,0,1,0,0,1,1,0,0,0,1,0,1,1,1,52,4,56,4,1,1,1,2,2
203041,143a6733-d1cc-49be-87ef-20438dd29f04,3,20230828,202335,1,1,3,2,4,1,1,4,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2
203044,1c9c5937-7a68-4d44-a395-8ac1310423f1,3,20230828,202335,2,1,3,2,2,2,0,3,0,1,6,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,0,0,11,10,10,9,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,1,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,2,2
203050,cfb24b59-4add-464d-84a5-53941dcfb70a,3,20230829,202335,2,2,3,2,4,2,0,3,0,1,5,1,1,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,9,9,10,9,10,2,4,4,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,9,1,0,0,1,1,0,1,1,2,16,0,0,1,1,0,0,2,2
203052,b7126c7a-f3b7-4c83-add3-57786f9acea9,3,20230829,202335,2,2,1,1,3,2,0,2,0,1,5,1,1,0,0,4,1,1,1,0,1,0,0,1,0,1,0,0,10,9,10,8,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,2,2
203053,e6ea2216-b226-49a1-922b-aaa6ac1d9a3a,3,20230829,202335,2,2,2,1,4,2,0,3,0,1,5,1,1,0,0,4,1,1,1,0,0,0,0,1,0,1,1,1,10,8,9,7,8,2,5,5,4,-1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,2,1,0,1,1,1,1,1,2,2,0,0,0,0,1,0,0,2,2
203054,9add8cbc-a814-4573-a6c0-f166c1f58ec1,3,20230829,202335,2,2,1,1,4,2,0,3,1,1,6,1,1,1,1,3,0,1,1,1,1,1,1,0,1,1,0,0,11,10,11,11,9,2,5,4,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,1,0,1,1,1,0,1,1,2,0,0,0,0,1,0,0,2,2
203055,ece26b14-ffca-4026-8b95-47922f10734b,3,20230829,202335,1,2,3,2,4,2,0,2,1,1,6,1,1,1,1,4,1,1,1,1,1,1,0,1,1,1,1,1,11,9,11,11,11,3,6,5,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,8,1,1,1,1,1,1,1,1,1,20,2,22,0,1,0,0,2,2
203060,84ee365a-7dce-47e3-a560-0e73ad056949,3,20230829,202335,2,1,3,2,3,3,0,2,0,1,5,1,1,0,0,3,0,1,1,1,1,0,1,1,1,1,0,0,7,9,10,8,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,1,0,0,0,0,0,1,2,2,0,0,0,1,1,0,0,2,2
203061,dbd0f53a-afca-4077-8e0c-f22c5508e6e5,3,20230829,202335,2,2,1,1,4,2,0,3,0,0,4,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,6,6,4,6,7,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,2,0,0,0,0,0,0,0,2,2
203062,11b8fe1b-7d50-4e3a-a561-4c6842c3ac27,3,20230829,202335,2,2,3,2,3,2,0,3,0,1,5,1,1,0,0,3,0,1,1,1,1,0,1,0,1,0,0,0,9,9,8,8,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,7,1,0,0,0,1,0,1,2,2,0,1,0,0,1,0,0,2,2
203066,8a26f4b4-976c-46f1-900f-9a8b74404ddd,3,20230829,202335,2,1,3,2,6,1,2,3,0,0,5,1,1,0,0,3,0,1,1,0,1,1,0,1,1,1,1,1,9,8,6,8,11,2,5,5,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,1,0,1,1,1,1,1,2,2,25,0,0,2,1,0,0,2,2
203069,8d60f0f1-cb61-437e-9767-9f06ca066833,3,20230829,202335,2,2,3,2,4,3,0,4,1,1,6,1,1,1,0,3,0,1,1,1,1,1,0,1,1,1,1,0,9,9,10,7,8,1,4,5,4,-1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,9,1,0,0,1,1,1,1,2,1,0,1,0,1,1,0,0,2,2
203070,fe8a0c51-798f-4bef-9cdf-4e13f5a143ab,3,20230829,202335,1,2,3,2,4,3,0,3,0,0,4,1,1,0,0,2,0,0,1,0,1,1,1,1,0,1,1,1,6,10,10,10,6,2,4,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,1,1,0,2,1,2,22,0,0,0,0,0,0,2,2
203075,ce92f8d9-df86-4e87-8944-61d875944a7c,3,20230829,202335,1,2,3,2,3,3,0,2,0,0,3,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,6,1,8,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,2,2
203080,ea8bfee9-f0b7-4718-a09a-279686a89d72,3,20230829,202335,1,2,3,2,5,1,2,3,0,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,6,10,8,9,2,2,0,0,-1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,1,0,2,1,1,20,0,0,0,0,0,0,2,2
203088,c9b49779-518e-4bbe-8825-e425203bad71,3,20230829,202335,1,2,3,2,2,3,0,3,0,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,9,7,7,6,7,1,3,0,0,-1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,8,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,2,2
203091,18190027-8ef8-45c9-af02-fd986d38478f,3,20230829,202335,1,2,3,2,6,1,1,4,1,1,6,1,1,1,1,4,1,1,1,1,1,0,1,0,0,1,1,1,11,11,11,11,6,2,6,5,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,8,1,1,1,1,1,1,1,1,1,7,0,0,1,1,0,0,2,2
203093,9e6642a0-c139-4003-881d-40459a565d3b,3,20230829,202335,2,1,3,2,4,2,0,4,0,1,5,1,1,0,0,4,1,1,1,1,1,0,0,1,1,0,0,0,10,9,10,11,11,1,4,4,4,-1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,6,1,0,0,1,1,0,1,2,1,0,0,0,0,1,0,0,2,2
203095,b0513fdd-1ac3-4f8d-ab74-21e8e0905261,3,20230829,202335,2,1,3,2,4,2,0,3,0,1,6,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,11,7,10,10,8,2,4,5,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,4,1,0,0,1,1,1,1,2,2,0,0,0,0,1,0,0,2,2
203097,4396aad6-05c6-439f-a70d-92358a1543e7,3,20230829,202335,1,1,3,2,1,3,0,3,1,1,4,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,2,1,2,22,1,23,0,0,0,0,2,2
203098,088d2e65-41eb-4cbd-8e8c-b0ae139df3be,3,20230829,202335,2,1,3,2,3,2,0,3,1,1,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,0,11,9,10,10,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,6,1,0,0,0,0,0,1,2,1,7,0,0,0,1,0,0,2,2
203099,9a9d1bb0-5339-407a-830a-299c7eed1e98,3,20230829,202335,2,1,1,1,6,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,2,2
203100,6451b42f-9550-4cad-b8d7-846d37ecd87f,3,20230829,202335,2,1,3,2,3,2,0,3,1,1,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,6,3,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,1,1,1,2,2,25,0,0,0,0,0,0,2,2
203101,131b8475-c2eb-4e53-8ce1-6b122df600a6,3,20230829,202335,2,1,1,1,5,2,0,2,0,1,5,1,1,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,7,2,4,9,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2,2
203103,a5101caf-f7b7-456e-b99a-f55e0b283db9,3,20230829,202335,1,2,3,2,1,1,2,4,0,0,4,1,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1,10,6,6,6,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,4,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,2,2
203105,1cbb3c32-9100-4284-9198-4ad8fef8dac3,3,20230829,202335,1,2,1,1,4,3,0,3,0,1,3,1,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,9,9,10,9,10,1,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,2,18,0,0,0,0,0,0,2,2
203107,01059bb2-69ca-4f72-b4a3-08b5e93cd7d9,3,20230829,202335,2,1,1,1,6,1,2,3,0,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,9,11,1,4,3,2,-1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,0,2,1,2,21,0,0,0,0,0,0,2,2
203108,6427ac75-8abd-43e6-863b-450553c59321,3,20230829,202335,2,1,1,1,4,2,0,3,0,1,5,1,1,0,0,4,1,1,1,1,0,0,1,1,1,1,1,1,11,6,11,11,11,2,5,5,4,1,4,1,0,0,1,4,1,0,0,1,4,1,0,0,0,1,1,0,1,1,1,1,1,2,2,0,1,0,2,1,1,1,2,2
203115,869f50ff-28ea-414b-8c7a-ae7cab3c7e21,3,20230829,202335,1,1,1,1,5,1,1,3,0,1,5,1,1,0,0,4,1,1,1,0,1,0,0,0,0,0,0,1,10,10,10,10,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,0,1,0,1,2,1,23,0,0,2,1,0,0,2,2
203119,ccde8eee-a389-4213-a303-68c415268dcf,3,20230829,202335,1,2,3,2,4,3,0,2,0,0,5,1,1,0,1,3,0,1,1,1,1,0,1,0,1,1,0,0,10,9,10,9,10,2,5,5,4,-1,0,0,0,0,-1,0,0,0,0,1,4,1,0,0,0,8,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,2,2
203122,5176f50e-b430-4477-b756-520b3180e9f7,3,20230829,202335,1,2,3,2,4,1,2,2,0,0,4,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,6,6,7,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,6,0,0,0,0,1,0,2,2,2,0,0,0,0,1,0,0,2,2
203124,ffd305a0-2d11-44ae-97a3-7c7bc38fa7d7,3,20230829,202335,2,1,3,2,2,2,0,3,0,0,4,1,1,0,0,3,0,1,0,1,0,1,1,0,0,1,1,0,9,9,9,11,11,1,3,0,0,1,4,1,0,0,0,0,0,0,0,1,3,0,1,0,0,9,0,0,0,0,1,0,2,1,1,0,1,0,2,1,0,1,2,2
203127,b3cd4fc6-0fe1-4fae-9a27-e774d4a67340,3,20230829,202335,1,1,3,2,1,2,0,2,0,1,6,1,1,1,1,4,1,1,0,0,1,1,1,0,0,0,0,1,4,2,4,3,2,1,6,5,4,0,0,0,0,0,-1,0,0,0,0,1,3,0,1,0,0,4,1,1,1,1,1,1,1,2,1,19,0,0,0,1,0,0,2,2
203129,257888d7-11a9-457c-a95a-2492f00a8ae7,3,20230829,202335,2,1,3,2,5,3,0,3,0,1,4,1,1,0,0,2,0,0,1,0,0,1,1,1,0,1,1,0,8,6,5,7,6,2,4,3,3,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,4,0,0,0,1,1,0,2,2,2,0,0,0,0,1,0,0,2,2
203130,f2776d73-e7ed-4573-a8b9-6de3b3068381,3,20230829,202335,2,1,3,2,5,2,0,4,0,0,5,1,1,0,0,4,1,1,1,1,1,1,1,1,1,1,1,0,11,6,9,5,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,6,1,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,2,2
203134,cebd40e7-24e9-4f0f-b9f5-0fe0bf9a4922,3,20230829,202335,2,1,3,2,5,3,0,3,0,0,4,1,1,0,0,3,0,1,1,0,0,1,0,0,0,1,1,0,10,6,10,8,11,1,5,5,4,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,5,0,0,1,1,1,1,2,1,2,34,0,0,2,1,0,0,2,2
203135,224fd681-d581-4b07-8f5e-49a4cf133eaf,3,20230829,202335,2,1,3,2,5,2,0,3,0,0,5,1,1,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,11,7,11,11,11,2,1,0,0,-1,0,0,0,0,-1,0,0,0,0,1,4,1,0,0,0,8,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,2,2
203136,f5dce4f6-7ad6-47f6-819a-f3613c975a06,3,20230829,202335,1,1,1,1,3,2,0,3,0,1,5,1,1,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,10,6,7,7,7,1,5,4,4,0,0,0,0,0,-1,0,0,0,0,1,4,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,2,2
203137,f1800204-cba3-41a6-a447-d65ab3a7a48a,3,20230829,202335,1,1,1,1,4,1,2,3,0,0,5,1,1,0,0,2,0,0,1,1,0,1,1,1,1,1,1,0,8,9,7,7,7,2,4,4,3,1,4,1,0,0,1,3,0,1,0,1,4,1,0,0,0,1,1,0,0,1,1,0,1,1,1,16,0,0,0,1,1,1,2,2
203142,1d08030c-0e5d-4515-ba04-2041df7b287b,3,20230829,202335,2,1,3,2,5,3,0,3,0,1,6,1,1,1,1,4,1,1,1,1,1,1,0,1,1,1,1,1,10,6,9,6,8,2,5,5,3,0,0,0,0,0,1,3,0,1,0,1,4,1,0,0,1,3,1,0,1,1,1,1,1,2,1,8,1,8,0,1,1,0,2,2
203155,af9c132d-9516-464e-b5de-21d472d4c3bb,3,20230830,202335,1,1,3,2,3,3,0,2,0,1,5,1,1,0,0,3,0,1,1,1,1,0,1,1,1,1,1,0,11,9,11,11,11,1,2,0,0,1,4,1,0,0,0,0,0,0,0,1,4,1,0,0,0,8,1,0,0,0,1,0,1,1,2,0,0,0,0,1,0,1,2,2
203166,244bc17f-3ebe-44a7-912a-460ddeae0396,3,20230830,202335,1,1,3,2,4,2,0,2,0,0,4,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,7,8,9,8,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,6,0,0,0,0,1,0,2,2,2,0,0,0,0,1,0,0,2,2
203173,73632d87-b700-4972-8cb8-7bb99f7d0a63,3,20230830,202335,1,1,3,2,5,1,1,3,0,1,6,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,11,9,11,11,8,2,2,0,0,1,3,0,1,0,1,4,1,0,0,1,4,1,0,0,0,4,1,0,0,0,1,0,1,1,2,26,1,27,2,1,1,1,2,2
203180,203df67a-fd5b-4075-96b1-81ea16072c12,3,20230830,202335,1,1,3,2,3,2,0,2,0,0,5,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,8,5,4,5,5,1,3,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2,2
203181,f29b16b2-3ddb-4ad2-bda5-5e22f6dd686f,3,20230830,202335,1,1,1,1,4,1,2,4,0,0,3,1,0,0,0,2,0,0,1,1,1,1,1,1,1,0,0,1,10,11,11,11,7,1,4,3,3,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,1,1,0,2,2,2,0,0,0,0,1,0,0,2,2
203182,37de5662-fe51-48cb-81c4-e1b2fa110e54,3,20230830,202335,1,1,1,1,4,2,0,2,0,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,6,5,1,6,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,2,2,32,0,0,2,0,0,0,2,2
203183,4c12d34b-e4b9-42a8-bf36-b42b0d43a5ad,3,20230830,202335,1,1,3,2,5,2,0,3,0,0,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,11,8,9,10,10,2,1,0,0,1,2,0,0,0,0,0,0,0,0,1,4,1,0,0,0,8,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,2,2
203185,c0633f0b-7608-4029-b640-fe71f7cd0c28,3,20230830,202335,1,1,3,2,4,2,0,3,0,1,4,1,1,0,0,3,0,1,1,1,1,1,1,1,1,1,1,1,10,9,10,9,10,2,2,0,0,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,8,0,0,0,0,1,0,2,2,2,5,0,0,0,1,1,0,2,2
203189,e1c68117-76e8-4905-a46d-cc4dee1643ec,3,20230831,202335,1,1,1,1,3,2,0,4,0,1,5,1,1,0,1,4,1,1,0,1,1,1,1,1,1,1,1,0,10,11,10,11,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,2,0,3,1,0,0,2,2
203191,0a435c3b-d6ba-41dc-b224-df80b72cc4d3,3,20230831,202335,1,1,2,1,3,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,2,0,0,1,1,1,0,2,1,1,0,1,0,0,1,0,0,2,2
203192,e6da6861-40d8-4574-96f1-839296645bed,3,20230901,202335,1,1,3,2,3,1,2,2,0,1,5,1,1,0,0,3,0,1,0,1,1,1,0,1,1,1,1,1,9,11,10,9,8,2,5,5,4,0,0,0,0,0,1,4,1,0,0,1,4,1,0,0,0,4,1,0,1,1,1,1,1,1,1,82,0,0,0,1,1,0,2,2
203193,1d1feef4-644a-4a83-b7e7-98c8566b3727,3,20230901,202335,1,1,3,2,3,1,3,2,0,0,3,1,0,0,0,3,0,1,1,1,1,0,0,1,1,1,1,1,9,6,7,1,7,2,2,0,0,-1,0,0,0,0,-1,0,0,0,0,1,4,1,0,0,0,7,0,0,0,0,1,0,2,1,2,1,0,0,0,1,0,0,2,2
203195,3587eb6e-c49b-48bb-b8fd-fdeb7a442832,3,20230901,202335,1,1,1,1,6,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,0,1,1,1,1,1,2,1,1,225,7,232,5,1,0,0,2,2
203196,7ea549f1-ba86-45a4-9fe7-ecdcc0e6694c,3,20230902,202335,1,1,3,2,4,2,0,3,0,0,6,1,1,1,0,4,1,1,1,1,1,1,0,1,1,1,1,0,9,7,8,9,11,3,5,4,3,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,6,1,0,1,1,1,0,1,2,2,0,0,0,0,1,0,0,2,2
